,Age,Education Level,Race,Gender,householdSize,maritalStatus,Region,kidsInHH,employmentStatus,Hispanic,White,Black,nativeAmerican,asainIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,otherAsainEthnicity,Hawaiian,Guamanian,Samoan,otherPacificIslander,someOtherRace,politicalParty,Religion,Married,LGBTQ+,romanticPartner,partnersGender,sameGenderAsPartner,partnerHispanic,partnersRace,partnerChristian,partnersReligion,partnersAge,partnersEducationLevel,partnersPoliticalParty,livingWithPartner,ageMetPartner,ageRelationshipStarted,ageLivingTogether,ageMarried,relationshipLength,whoEarnsMore,sameHighSchool,sameCollege,sameHometown,parentsApprove,metAtWork,metAtSchool,metAtChurch,metViaInternetService,metOnVacation,metAtBar,metAtClubActivity,metAtParty,metOther,usedInternetSevice,familyIntroduced,friendsIntroduced,coworkersIntroduced,classmateIntroduced,neighborsIntroduced,selfIntroduced,otherIntroduced,qualityOfRelationship,metOnline,metAsCoworkers,metThroughFriends,metThroughFamily,metThroughSigOther,metThroughNeighbor,metCollege,metMilitary,metChurch,metVoluntaryOrg,metAsCustomer,metInternetDating,metNetworking,metGaming,metInternetChat,metInternetCommunity,metInternetOther,metInPublic,metBlindDate,metAtSinglesServiceNonInternet,metOnBusiness,metAsWorkNeighbors,typeOfInternetMeeting,sameSexCouple,ageDifference,metThroughFriends,metThroughFamily,metAsNeighbors,metThroughCoworkers,partnersRace,partnersRegion,stillMarriedToPartner,livingWithPartner,howDidMarriageEnd,stillInRelationship,livingTogether,howDidRelationshipEnd,relationshipStatus
36,26,masters degree,"white, non-hispanic",female,3,never married,south,0,not working - looking for work,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,jewish,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,Never married
37,74,professional or doctorate degree,"white, non-hispanic",male,1,divorced,west,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",58.0,professional or doctorate degree,democrat,no,73.0,74.0,,,1-3 months,we earned about the same amount,different high school,did not attend same college or university,no,,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,different sex couple,16.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",west,,,,no,,we broke up,
38,28,associate degree,"white, non-hispanic",female,1,divorced,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,no,none,28.0,"some college, no degree",republican,no,26.0,27.0,,,7 months - 1 year,partner earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",midwest,,,,no,,we broke up,Divorced
39,43,"some college, no degree","white, non-hispanic",male,1,never married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,Never married
40,33,high school graduate - high school diploma or the equivalent (ged),hispanic,male,4,married,west,1,working - as a paid employee,"yes, puerto rican",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,42.0,10th grade,independent,yes,26.0,26.0,26.0,31.0,,partner earned more,different high school,,no,approve,no,no,no,yes,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,different sex couple,9.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,west,yes,yes,,,,,Married
41,44,"some college, no degree","white, non-hispanic",female,2,living with partner,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,41.0,bachelor's degree,democrat,no,43.0,43.0,,,7 months - 1 year,partner earned more,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"yes, a social networking site (like facebook or myspace)",no,yes,no,no,no,no,no,excellent,met online,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Mediated: Online connection was mediated by friends, family, or others",same-sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,no,,other (please describe),Never married
42,34,bachelors degree,"white, non-hispanic",female,2,never married,midwest,0,not working - looking for work,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Never married
43,48,"some college, no degree","white, non-hispanic",male,1,separated,south,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",yes,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,no (not latino or hispanic),white,no,none,38.0,"some college, no degree",independent,no,47.0,47.0,,,7 months - 1 year,partner earned more,different high school,did not attend same college or university,no,,no,no,no,no,no,no,yes,no,no,"yes, a social networking site (like facebook or myspace)",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"Probably Did Not meet partner online, despite positive answer to q32 or q24",different sex couple,10.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,no,,we broke up,Divorced
44,53,bachelors degree,"white, non-hispanic",female,1,never married,midwest,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Never married
45,54,masters degree,"white, non-hispanic",female,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",48.0,bachelor's degree,democrat,yes,34.0,34.0,35.0,38.0,,i earned more,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,6.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",midwest,yes,yes,,,,,Living with partner
46,31,associate degree,"white, non-hispanic",male,9,married,midwest,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,catholic,31.0,hs graduate or ged,democrat,yes,25.0,25.0,25.0,25.0,,i earned more,different high school,,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,no,yes,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,Married
47,60,"some college, no degree","white, non-hispanic",female,1,divorced,northeast,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"other non-christian, please specify:","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,
48,52,associate degree,"white, non-hispanic",female,1,divorced,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",west,,,,,,,Divorced
49,51,"some college, no degree","white, non-hispanic",male,2,never married,midwest,1,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,no (not latino or hispanic),white,no,catholic,51.0,"some college, no degree",republican,no,14.0,40.0,45.0,,,partner earned more,same high school,did not attend same college or university,yes,approve,no,yes,no,no,no,yes,no,yes,no,"no, we did not meet through the internet",no,no,no,yes,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,no,,we broke up,Never married
50,60,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,1,divorced,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",60.0,master's degree,no preference,no,21.0,31.0,31.0,31.0,,partner earned more,different high school,,no,approve,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,very poor,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,meet through friends,met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,no,,divorce,,,,
51,41,masters degree,"white, non-hispanic",female,1,never married,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,buddhist,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",west,,,,,,,Never married
52,62,9th grade,"white, non-hispanic",male,2,married,south,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,no,baptist - any denomination,52.0,"some college, no degree",republican,yes,33.0,33.0,33.0,34.0,,i earned more,different high school,,no,,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,10.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
53,68,bachelors degree,"white, non-hispanic",male,1,never married,south,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",yes,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,Never married
54,83,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,1,widowed,northeast,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,
55,25,bachelors degree,"white, non-hispanic",female,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"yes, i am married",,,male,,no (not latino or hispanic),white,no,catholic,33.0,associate degree,democrat,yes,20.0,20.0,22.0,24.0,,we earned about the same amount,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,8.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",midwest,yes,yes,,,,,Married
56,35,"some college, no degree","white, non-hispanic",male,2,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,45.0,bachelor's degree,democrat,yes,18.0,19.0,20.0,22.0,,i earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,yes,no,no,yes,no,good,met offline,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,10.0,not met through friends,not met through family,met through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
57,40,bachelors degree,"white, non-hispanic",male,1,never married,south,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,Never married
58,73,masters degree,"white, non-hispanic",male,2,married,midwest,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",yes,,female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",59.0,master's degree,democrat,yes,46.0,47.0,48.0,48.0,,partner earned more,different high school,did not attend same college or university,no,,yes,no,no,no,no,no,no,no,no,"yes, a social networking site (like facebook or myspace)",no,no,yes,no,no,no,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Probably Did Not meet partner online, despite positive answer to q32 or q24",different sex couple,14.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",midwest,yes,yes,,,,,Married
59,65,bachelors degree,"white, non-hispanic",male,2,living with partner,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,other christian,64.0,bachelor's degree,democrat,yes,35.0,35.0,35.0,,,we earned about the same amount,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,same-sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",northeast,,,,yes,yes,,Living with partner
60,28,bachelors degree,"white, non-hispanic",male,2,living with partner,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,,no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",29.0,bachelor's degree,independent,no,25.0,25.0,,,"more than 2 years, less than 3 years",i earned more,different high school,did not attend same college or university,no,approve,no,no,no,yes,no,no,no,no,no,"yes, an internet dating or matchmaking site (like eharmony or match.com)",no,no,no,no,no,yes,no,excellent,met online,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,yes,yes,,Married
